ID_Candidato,Nombre,Biografia,Tiene_Renuncia,Observaciones
EDUARDO IGNOTO,"Ignoto, Eduardo",,NO,
FEDERICO ZAMORA,"Zamora, Federico",,NO,
ALBERTO CARRASCO,"Carrasco, Alberto",,NO,
CHICOTE OSCAR,"Chicote, Oscar",,NO,
CARLOS SEGURA,"Segura, Carlos",,NO,
HUGO JORGE OLIVETTO,"Olivetto, Jorge Hugo",,NO,
BERNAL EDUARDO,"Bernal, Eduardo",,NO,
ANGEL FIORE MIGUEL,"Fiore, Miguel Angel",,NO,
LILIANA TAGLIANI,"Tagliani, Liliana",,NO,
ANIBAL GONZALEZ HECTOR,"Gonzalez, Anibal Hector",,NO,
SAAVEDRA TOMAS,"Saavedra, Tomas",,NO,
JORGE SABATER,"Sabater, Jorge",,NO,
GNISCI JORGE JORIO,"Gnisci, Jorge Jorio",,NO,
ANGEL MIGUEL RUIZ,"Ruiz, Miguel Angel",,NO,
GUSTAVO MIELE,"Miele, Gustavo",,NO,
FERNANDO SANTOS,"Santos, Fernando",,NO,
GUIDO MOSQUEIRA,"Mosqueira, Guido",,NO,
RAUL ROBERTO SUAREZ,"Suarez, Roberto Raul",,NO,
CESAR JULIAN QUINTANA,"Quintana, Cesar Julian",,NO,
FERNANDEZ JULIO,"Fernandez, Julio",,NO,
GABRIEL GIOSEFFI,"Gioseffi, Gabriel",,NO,
FERNANDO GREGORIO,"Gregorio, Fernando",,NO,
ANTONIO BONOMO,"Bonomo, Antonio",,NO,
FIORENZA LUIS,"Fiorenza, Luis",,NO,
ANGEL LABAJOS MIGUEL,"Labajos, Miguel Angel",,NO,
GASPAROVIC MARIA,"Gasparovic, Maria",,NO,
ANGEL DOMINGUEZ,"Dominguez, Angel",,NO,
FILIPPETTI JORGE,"Filippetti, Jorge",,NO,
ALBERTO CARLOS RUSSO,"Russo, Carlos Alberto",,NO,
ALBERTO BUSI,"Busi, Alberto",,NO,
ALBERTO CARLOS FIORE,"Fiore, Carlos Alberto",,NO,
GILLY HORACIO,"Gilly, Horacio",,NO,
ANTICO JOSE,"Antico, Jose",,NO,
CARLOS JUAN PEREIRA,"Pereira, Juan Carlos",,NO,
DIAZ JOSE LUIS,"Diaz, Jose Luis",,NO,
CHICOTE NORBERTO,"Chicote, Norberto",,NO,
PESARESI RINA,"Pesaresi, Rina",,NO,
OSVALDO PIZZARELLI,"Pizzarelli, Osvaldo",,NO,
GONZALEZ NESTOR,"Gonzalez, Nestor",,NO,
CARLOS PENELLO,"Penello, Carlos",,NO,
CARLOS NIETO,"Nieto, Carlos",,NO,
DANIEL SZTRASBERGER,"Sztrasberger, Daniel",,NO,
LANATTA RODOLFO,"Lanatta, Rodolfo",,NO,
DESTEFANO GUSTAVO,"Destefano, Gustavo",,NO,
ESTUMBO MIGUEL,"Estumbo, Miguel",,NO,
PELIZZER RODOLFO,"Pelizzer, Rodolfo",,NO,
JESUS LAPADULA,"Lapadula, Jesus",,NO,
DALMIRO LUIS NOVOA,"Novoa, Luis Dalmiro",,NO,
GRIPI NORBERTO,"Gripi, Norberto",,NO,
ALFREDO PEDRO ZEA,"Zea, Alfredo Pedro",,NO,
ALEJANDRO DANIEL ZEA,"Zea, Daniel Alejandro",,NO,
ARISTIDES VICECONTE,"Viceconte, Aristides",,NO,
TORCASSO VICENTE,"Torcasso, Vicente",,NO,
CASTELNUOVO OSCAR,"Castelnuovo, Oscar",,NO,
CARLOS FIURATTI,"Fiuratti, Carlos",,NO,
GIOSEFFI PEDRO,"Gioseffi, Pedro",,NO,
GALLO NICOLAS,"Gallo, Nicolas",,NO,
DEL GROSSO PASCUAL,"Del Grosso, Pascual",,NO,
LIDIA MIRTA PEREZ,"Perez, Mirta Lidia",,NO,
CARMEN DEL MARIA STRACQUADAINI,"Stracquadaini, Maria del Carmen",,NO,
DE LYDIA NORMA VARRA ZEA,"Varra de Zea, Norma Lydia",,NO,
ANGELICA GUERRA,"Guerra, Angelica",,NO,
DIEGO EDUARDO NOVOA,"Novoa, Diego Eduardo",,NO,
HUGO MARCELO VILLEGAS,"Villegas, Hugo Marcelo",,NO,
CANEVARO CARLOS JUAN,"Canevaro, Juan Carlos",,NO,
DAVID PEREZ SERGIO,"Perez, Sergio David",,NO,
CRISTINA DE MARIA POLLA RODOLFO,"Rodolfo de Polla, Maria Cristina",,NO,
ANGELICA DE DELGADO MARIA ROCA,"Delgado de Roca, Maria Angelica",,NO,
DE ELENA GIULI MARTA PENELO,"Giuli de Penelo, Marta Elena",,NO,
BEATRIZ DE LOPEZ MARIA PIZZARELLI,"Lopez de Pizzarelli, Maria Beatriz",,NO,
ALEJANDRO DE LUIS PRIEGO,"De Priego, Alejandro Luis",,NO,
FERNANDO JOSE MONTI,"Monti, Jose Fernando",,NO,
BAUTISTA JUAN RODRIGUEZ,"Rodriguez, Juan Bautista",,NO,
ANGEL ANIBAL FORTINO,"Fortiño, Anibal Angel",,NO,
EDUARDO ENRIQUEZ,"Enriquez, Eduardo",,NO,
BERENGER EDUARDO,"Berenger, Eduardo",,NO,
DAFINOTTI NESTOR,"Dafinotti, Nestor",,NO,
ADOLFO RESNIK,"Resnik, Adolfo",,NO,
ALIVERVI BUGALLO CARLOS JUAN,"Bugallo, Juan Carlos Alivervi",,NO,
LANZANI LEONARDO,"Lanzani, Leonardo",,NO,
ANTONIO BULANIKIAN LEANDRO,"Bulanikian, Leandro Antonio",,NO,
CARDO DANIELA,"Cardo, Daniela",,NO,
DANIEL PESO,"Peso, Daniel",,NO,
FLORENCIA KESSEL,"Kessel, Florencia",,NO,
CLAUDIO GRAPPI,"Grappi, Claudio",,NO,
JUAN MIRO,"Miro, Juan",,NO,
AGUSTIN RAMARI,"Ramari, Agustin",,NO,
HOCHBAUM SILVIO,"Hochbaum, Silvio",,NO,
CAMPAGNA JORGE,"Campagna, Jorge",,NO,
NICOLAS VITAL,"Vital, Nicolas",,NO,
BARROS CARAMES JORGE,"Carames, Jorge Barros",,NO,
GONZALEZ JAVIER,"Gonzalez, Javier",,NO,
GERARDO MENDEZ,"Mendez, Gerardo",,NO,
BOMBEN ROMINA,"Bomben, Romina",,NO,
ALBENDIN NICOLAS,"Albendin, Nicolas",,NO,
ALEJANDRA MARIA URIA,"Uria, Maria Alejandra",,NO,
DIEGO MARTIN RESNIK,"RESNIK, DIEGO MARTIN",,NO,
AMADEO JORGE SALERNO,"SALERNO, JORGE AMADEO",,NO,
ANTONIO PIERRES,"Pierres, Antonio",,NO,
DARIO POMBO RUBEN,"Pombo, Ruben Dario",,NO,
ALEJANDRO HORACIO ROMERO,"ROMERO, ALEJANDRO HORACIO",,NO,
ANTONIO HECTOR VENTRICE,"Ventrice, Antonio Hector",,NO,
EZEQUIEL LONGO,"Longo, Ezequiel",,NO,
ENRIQUE LICARI LUIS,"Licari, Luis Enrique",,NO,
ANGEL MARTINO MIGUEL,"Martino, Miguel Angel",,NO,
LOPEZ MANUELA MOHAMED,"Lopez Mohamed, Manuela",,NO,
ALIVERTI CARLOS ROBERTO,"ALIVERTI, ROBERTO CARLOS",,NO,
DIEGO GABRIEL SOFIA,"Sofia, Diego Gabriel",,NO,
ALEJANDRO BONINO JAVIER,"Bonino, Javier Alejandro",,NO,
CARDAMA GABRIEL GUSTAVO,"Cardama, Gabriel Gustavo",,NO,
ALAN VALLEJOS,"Vallejos, Alan",,NO,
PABLO RUGGERI,"Ruggeri, Pablo",,NO,
RODRIGO VILLAVEIRAN,"Villaveiran, Rodrigo",,NO,
CHRISTIAN MAYONE,"Mayone, Christian",,NO,
ALIVERTI ROLANDO,"Aliverti, Rolando",,NO,
ALBAJARI ALBERTO NESTOR,"ALBAJARI, ALBERTO NESTOR",,NO,
MASTROMARINO NESTOR,"Mastromarino, Nestor",,NO,
ENRIQUE FRESNO TULIO,"Fresno, Tulio Enrique",,NO,
MARIO RODOLFO SPARAPANI,"Sparapani, Mario Rodolfo",,NO,
BRUN LEANDRO SEBASTIAN,"Brun, Leandro Sebastian",,NO,
ADRIAN CHIARELLO MAXIMILIANO,"Chiarello, Adrian Maximiliano",,NO,
ANDRES LOYATO MARTIN,"Loyato, Martin Andres",,NO,
PAYASLIAN SERGIO,"Payaslian, Sergio",,NO,
ANTONIO CARLOS GARAVAGLIA,"Garavaglia, Carlos Antonio",,NO,
ANA LUCIA MALDONADO,"Maldonado, Ana Lucia",,NO,
GARCILAZO MARTIN,"Garcilazo, Martin",,NO,
ANTONIO DEL GROSSO JUAN,"Del Grosso, Juan Antonio",,NO,
CANEVA FERNANDO LUCAS,"Caneva, Lucas Fernando",,NO,
ALFREDO BERTOLDO DAMIAN,"Bertoldo, Damian Alfredo",,NO,
ANIBAL LOPEZ SERGIO,"Lopez, Sergio Anibal",,NO,
FABIAN MATIAS RODRIGUEZ,"Rodriguez, Fabian Matias",,NO,
ENRIQUEZ JULIAN,"Enriquez, Julian",,NO,
NORA NYDIA ZAPICO,"Zapico, Nydia Nora",,NO,
CAMODECA MARTIN,"Camodeca, Martin",,NO,
AMEZQUETA CARMEN DEL MARIA,"Amezqueta, Maria del Carmen",,NO,
ALEJANDRO BEJAR DANIEL,"Bejar, Alejandro Daniel",,NO,
BALDOMIR LUCIANO RODRIGO,"Baldomir, Rodrigo Luciano",,NO,
DELLEDONNE EMILIO HECTOR,"Delledonne, Hector Emilio",,NO,
DAVID LUZZA NICOLAS,"Luzza, David Nicolas",,NO,
MANFREDI RICARDO,"Manfredi, Ricardo",,NO,
COSTA EDGARDO FABIAN,"Costa, Edgardo Fabian",,NO,
DEL MEDINA OSCAR VALLE,"Medina, Oscar del Valle",,NO,
DIEGO LOMBARDO MARTIN,"Lombardo, diego Martin",,NO,
ARGENTINA LETTIERI OLGA,"Lettieri, Olga Argentina",,NO,
ALBERTO CARLOS RIZZO,"Rizzo, Carlos Alberto",,NO,
CARLA DE JOSE SANDRO,"De Carla, Jose Sandro",,NO,
CESAR GUILLERMO VISCARDI,"Viscardi, guillermo cesar",,NO,
EDUARDO JAVIER SALVADOR,"Salvador, Eduardo Javier",,NO,
DAMIAN DIAZ MAURO,"Diaz, Damian Mauro",,NO,
CARRASCO EMANUEL JAVIER MARIANO,"Carrasco, Mariano Javier Emanuel",,NO,
CARLOS MARCELO SCHIAVONE,"SCHIAVONE, CARLOS MARCELO",,NO,
ARIEL JORGE SALERNO,"Salerno, Jorge Ariel",,NO,
ANTONIO CARLOS SCHIAVONE,"Schiavone, Carlos Antonio",,NO,
ANGELICA DELGADO MARIA,"Delgado, Maria Angelica",,NO,
JALED MANUEL NORBERTO,"JALED, NORBERTO MANUEL",,NO,
ROCA RODOLFO,"Roca, Rodolfo",,NO,
CAMODECA ROBERTO,"Camodeca, Roberto",,NO,
BUSSO HAYDEE,"BUSSO, HAYDEE",,NO,
ANTONIO ENRIQUE PEDRO,"Pedro, Antonio Enrique",,NO,
FRANCISCO JORGE ROMANELLI,"Romanelli, Francisco Jorge",,NO,
ALBERTO CARLOS GARCIA ORLANDO,"Garcia, Carlos Alberto Orlando",,NO,
ALBERTO GONTINAS MANUEL,"GONTIÑAS, ALBERTO MANUEL",,NO,
KIROVSKY NESTOR,"Kirovsky, Nestor",,NO,
CARLOS JAVIER SOSA,"Sosa, Carlos Javier",,NO,
MARIANO PABLO SIGAL,"Sigal, Pablo Mariano",,NO,
MAURO SANTALLA,"Santalla, Mauro",,NO,
BARBA CARLOS,"Barba, Carlos",,NO,
BRIUOLI HERNAN NORBERTO,"Briuoli, Hernan Norberto",,NO,
AMIGO JUAN MANUEL PEREZ,"Perez, Amigo Manuel Juan",,NO,
ANGEL BLANCO ERNESTO,"Blanco, Ernesto Angel",,NO,
CAVALLERI FRANCISCO OSVALDO,"Cavalleri, Francisco Osvaldo",,NO,
HECTOR JOSE ROMANO,"Romano, Hector Jose",,NO,
LAINO PASCUAL,"Laino, Pascual",,NO,
CIVES GENEROSO JOSE LEMA,"Lema Cives, Generoso Jose",,NO,
HECTOR MARCHESE,"Marchese, Hector",,NO,
DE JUAN PABLO SENA,"De Sena, Juan Pablo",,NO,
ANDRES FANTIL FERNANDEZ PABLO,"Fernandez Fantil, Andres Pablo",,NO,
MARIANO SERRANTES,"Serrantes, Mariano",,NO,
ARIEL DAMIAN GENOVESSE,"Genovesse, Damian Ariel",,NO,
DANIEL STELLA,"Stella, Daniel",,NO,
MENEHEM OMAR,"Menehem, Omar",,NO,
ALEJANDRO SOMOZA,"Somoza, Alejandro",,NO,
DELFA GUILLERMO LA PABLO REGNER,"La Delfa Regner, Pablo Guillermo",,NO,
CRISTIAN PABLO RODRIGUEZ,"Rodriguez, Pablo Cristian",,NO,
FRANCISCO PALADINO,"Paladino, Francisco",,NO,
LAMNENS MATIAS,"Lamnens, Matias",,NO,
ALBANESI PABLO,"Albanesi, Pablo",,NO,
ARIEL CROCCITA,"Croccita, Ariel",,NO,
JUNCAL MARTIN SEBASTIAN,"Juncal, Sebastian Martin",,NO,
ADRIANO MIRANDA,"Miranda, Adriano",,NO,
BUZZO DARIO RODRIGUEZ,"Rodriguez Buzzo, Dario",,NO,
JORGE TRIGO VICTOR,"Trigo, Victor Jorge",,NO,
EDUARDO LUIS PESSOLANO,"Pessolano, Luis Eduardo",,NO,
D ESTEFANO MARIANA,"D'Estefano, Mariana",,NO,
ALEJANDRO FERNANDEZ,"Fernandez, Alejandro",,NO,
ALEJANDRO CENTANARO MARTIN,"Centanaro, Martin Alejandro",,NO,
BALBOA CARLOS,"Balboa, Carlos",,NO,
MARTINA NOAILLES,"Noailles, Martina",,NO,
FERNANDEZ JUAN MANUEL,"Fernandez, Juan Manuel",,NO,
JAVIER RINALDI,"Rinaldi, Javier",,NO,
CARLOS SANCHEZ,"Sanchez, Carlos",,NO,
GASTON GUFFANTI LUCAS,"Guffanti, Gaston Lucas",,NO,
MARTIN NICOLAS SAN,"San Martin, Nicolas",,NO,
LAURO RAFAEL,"Lauro, Rafael",,NO,
MOLINA SABRINA,"Molina, Sabrina",,NO,
FERNANDO GARAY SEQUEIRA,"Garay Sequeira, Fernando",,NO,
LEANDRO PESSANO,"Pessano, Leandro",,NO,
ORTIZ PABLO,"Ortiz, Pablo",,NO,
JOSE MARTINO SANCHEZ,"Sanchez Martino, Jose",,NO,
ABDO CARLOS,"Abdo, Carlos",,NO,
CLAUDIO DI MEGLIO,"Di Meglio, Claudio",,NO,
EDI ROBERTO,"Edi, Roberto",,NO,
MONNER RAMIRO SANS,"Monner Sans, Ramiro",,NO,
CARLOS DATRIA,"Datria, Carlos",,NO,
EDUARDO JOSE RUSSO,"Russo, Jose Eduardo",,NO,
FABIAN SCHWAN,"Schwan, Fabian",,NO,
ALDREY JORGE,"Aldrey, Jorge",,NO,
HECTOR JOSE PEPE VAZQUEZ,"Vazquez, ""Pepe"" Jose Hector",,NO,
GUILLERMO ZOPPI,"Zoppi, Guillermo",,NO,
PERRONI ROBERTO,"Perroni, Roberto",,NO,
LARRANDART NESTOR,"Larrandart, Nestor",,NO,
JUAREZ OSVALDO,"Juarez, Osvaldo",,NO,
RICARDO SARINELLI,"Sarinelli, Ricardo",,NO,
AMAT JAVIER,"Amat, Javier",,NO,
JOSE MIRANDA,"Miranda, Jose",,NO,
DANIEL STASEVICH,"Stasevich, Daniel",,NO,
GOSSO LUIS,"Gosso, Luis",,NO,
OSCAR ROMERO,"Romero, Oscar",,NO,
LOPEZ LUIS,"Lopez, Luis",,NO,
GARCILAZO PABLO,"Garcilazo, Pablo",,NO,
CULTRARO GUSTAVO,"Cultraro, Gustavo",,NO,
AUGUSTO CESAR DEYMONNAZ,"Deymonnaz, Cesar Augusto",,NO,
CARLOS MALATESTA,"Malatesta, Carlos",,NO,
DANIEL SEDE,"Sede, Daniel",,NO,
DANIEL JORGE MASSIRONI,"Massironi, Daniel Jorge",,NO,
GABRIEL SODANO,"Sodano, Gabriel",,NO,
ALIVERTI BUGALLO CARLOS JUAN,"Aliverti Bugallo, Juan Carlos",,NO,
RIBAS ROBERTO,"Ribas, Roberto",,NO,
GIULIBONI JORGE,"Giuliboni, Jorge",,NO,
HORACIO MANGONE OSCAR,"Mangone, Oscar Horacio",,NO,
DANIELA OLIVETTO,"Olivetto, Daniela",,NO,
OSCAR RIZZO,"Rizzo, Oscar",,NO,
AGUSTIN CIORCIARI,"Ciorciari, Agustin",,NO,
CAMPOS FERNANDO SALVA,"Campos Salva, Fernando",,NO,
DAMASO SIERRA,"Sierra, Damaso",,NO,
EDGARDO HUGO RUIZ,"Ruiz, Hugo Edgardo",,NO,
BOUZON GUSTAVO,"Bouzon, Gustavo",,NO,
GABRIEL MOLINA,"Molina, Gabriel",,NO,
HECTOR MATANZO,"Matanzo, Hector",,NO,
DIAZ OMAR,"Diaz, Omar",,NO,
GIGLIO ROLANDO,"Giglio, Rolando",,NO,
GUSTAVO RODRIGUEZ,"Rodriguez, Gustavo",,NO,
OJAGNAN RUBEN,"Ojagnan, Ruben",,NO,
FEDERICO HALLE,"Halle, Federico",,NO,
ALBAMONTE FRANCISCO VOZZA,"Vozza Albamonte, Francisco",,NO,
MAURO PAGANO,"Pagano, Mauro",,NO,
CIVILE DIEGO,"Civile, Diego",,NO,
FERNANDO JORGE ROMANO,"Romano, Jorge Fernando",,NO,
LAPELOSA PABLO,"Lapelosa, Pablo",,NO,
MACAZAGA MARTIN,"Macazaga, Martin",,NO,
CARLOS MAIDANA,"Maidana, Carlos",,NO,
DANIEL SPINELLI,"Spinelli, Daniel",,NO,
GOMEZ WALTER,"Gomez, Walter",,NO,
FABIAN SOLLA,"Solla, Fabian",,NO,
BONIFACE MARIANO,"Boniface, Mariano",,NO,
ALEJANDRA COSOLI MARIA,"Cosoli, Maria Alejandra",,NO,
CECILIA GROTTOLA MARIA,"Grottola, Maria Cecilia",,NO,
DIAZ GUSTAVO,"Diaz, Gustavo",,NO,
BONIFACE MATIAS,"Boniface, Matias",,NO,
ANTONIO JOSE VAZQUEZ,"Vazquez, Jose Antonio",,NO,
GAGO MARCELO,"Gago, Marcelo",,NO,
ANDRES BRIUOLI,"Briuoli, Andres",,NO,
FERNANDEZ GONZALO LANDRO,"Fernandez Landro, Gonzalo",,NO,
BECERRA ROBERTO,"Becerra, Roberto",,NO,
ALFREDO PABLO VILLANO,"Villano, Pablo Alfredo",,NO,
ESPINOSA MARIANO,"Espinosa, Mariano",,NO,
CARLOS LORENZO ROBERTO,"Lorenzo, Roberto Carlos",,NO,
BECERRA JORGE RUBEN,"BECERRA, Ruben Jorge",,NO,
ADRIAN ARINO GONZALO,"ARIÑO, Adrian Gonzalo",,NO,
GUSTAVO LAVILLE MARCELO,"LAVILLE, Gustavo Marcelo",,NO,
DE LUCA LUIS MARIA,"DE LUCA, Luis Maria",,NO,
JULIAN LUCIANO MONASTERIO,"MONASTERIO, Luciano Julian",,NO,
DANIEL FERNANDO LOPEZ,"Lopez, Fernando Daniel",,NO,
JOSE SONORA,"SOÑORA, Jose",,NO,
ANTONIO MARAGO,"MARAGO, Antonio",,NO,
FLORENCIO JOSE PEREYRA,"PEREYRA, Florencio Jose",,NO,
ANTONIO GARCIA JOSE,"Garcia, Jose Antonio",,NO,
GONZALEZ GUIDO RAMIRO,"GONZALEZ, Ramiro Guido",,NO,
BEVACQUA DANIEL JOSE,"BEVACQUA, Jose Daniel",,NO,
LADELFA MARCELO PEDRO,"LADELFA, Marcelo Pedro",,NO,
EDUARDO ENZO ZOPPI,"ZOPPI, Enzo Eduardo",,NO,
ALBERTO LUIS SUAREZ,"SUAREZ, Luis Alberto",,NO,
ALVARO SANCHEZ,"SANCHEZ, Alvaro",,NO,
GABRIEL MARCONE OSVALDO,"MARCONE, Gabriel Osvaldo",,NO,
LEANDRO OMAR RICCHETTI,"RICCHETTI, Leandro Omar",,NO,
ALBERTO PELLEGRINO RAUL,"PELLEGRINO, Raul Alberto",,NO,
ALBERTO BERTERO LUIS,"Bertero, Luis Alberto",,NO,
ALEJANDRO CASTAGNETTI HUMBERTO,"CASTAGNETTI, Humberto Alejandro",,NO,
ANGEL CENTANARO NESTOR,"CENTANARO, Nestor Angel",,NO,
GUSTAVO HARDY JORGE,"HARDY, Gustavo Jorge",,NO,
JOSE MARIA TRIVINO VALDEZ,"Triviño Valdez, Jose Maria",,NO,
MAZEPA OMAR RODOLFO,"MAZEPA, Omar Rodolfo",,NO,
ABEL BRONDO JOSE,"BRONDO, Abel Jose",,NO,
ALBERTO DANIEL SOTTILE,"SOTTILE, Alberto Daniel",,NO,
EZEQUIEL GUFFANTI OSVALDO,"GUFFANTI, Ezequiel Osvaldo",,NO,
ARISTIDES CULOTTA FELIPE RODOLFO,"CULOTTA, Aristides Rodolfo Felipe",,NO,
OSCAR PABLO VASSALLO,"VASSALLO, Pablo Oscar",,NO,
GIACOMETTI MARIO OSCAR,"GIACOMETTI, Oscar Mario",,NO,
CAAMANO CESAR RICARDO,"Caamaño, Ricardo Cesar",,NO,
ARIEL ENRIQUE RICHETTA,"RICHETTA, Enrique Ariel",,NO,
GABRIEL MARIANO SISO,"SISO, Gabriel Mariano",,NO,
LIEBEHENZ MARCELO PABLO,"LIEBEHENZ, Marcelo Pablo",,NO,
FERNANDO HORACIO SUEIRO,"SUEIRO, Horacio Fernando",,NO,
ALBERTO ROTONDO SERGIO,"Rotondo, Sergio Alberto",,NO,
ENRIQUE RUBEN SANCHEZ,"SANCHEZ, Ruben Enrique",,NO,
CARLOS GARCIA JUAN,"GARCIA, Juan Carlos",,NO,
JAVIER LUIS MARCHEGGIANO,"MARCHEGGIANO, Luis Javier",,NO,
ANGEL MELGAR MIGUEL,"Melgar, Miguel Angel",,NO,
CARDAMA DANIEL GUSTAVO,"CARDAMA, Daniel Gustavo",,NO,
ALEJANDRO GOMEZ WALTER,"GOMEZ, Alejandro Walter",,NO,
CARLOS CLERC FERNANDO ROLANDO,"CLERC ROLANDO, Carlos Fernando",,NO,
FABIAN MORO NELSON,"MORO, Fabian Nelson",,NO,
MAXIMILIANO MONETTI REMO,"MONETTI, Maximiliano Remo",,NO,
CARLOS DE JUAN MARCO,"DE MARCO, Juan Carlos",,NO,
CALVIELLO OSCAR RAFAEL,"CALVIELLO, Rafael Oscar",,NO,
AUGUSTO DARIO DO FERNANDEZ PORTO,"FERNANDEZ DO PORTO, Dario Augusto",,NO,
ALBERTO DANIEL STANCATO,"Stancato, Daniel Alberto",,NO,
NESTOR OMAR PASCALE,"PASCALE, Nestor Omar",,NO,
ANTONIO COSTA DA LAURO,"DA COSTA LAURO, Antonio",,NO,
MAXIMILIANO PIZARRO,"PIZARRO, Maximiliano",,NO,
ALBERTO JORGE MATIAS,"MATIAS, Jorge Alberto",,NO,
DONADIO HUGO RUBEN,"DONADIO, Hugo Ruben",,NO,
EGUIA HECTOR HORACIO,"EGUIA, Hector Horacio",,NO,
ERNESTO MAXIMINO,"MAXIMINO, Ernesto",,NO,
DAL JAVIER MOLIN PABLO,"DAL MOLIN, Javier Pablo",,NO,
ESTEBAN GALAN NESTOR,"GALAN, Esteban Nestor",,NO,
ALBERTO GALARRAGA GUSTAVO,"GALARRAGA, Gustavo Alberto",,NO,
ACUNA GUSTAVO JOSE RODOLFO,"ACUÑA, Gustavo Rodolfo Jose",,NO,
CORNELIO MIGUEL,"CORNELIO, Miguel",,NO,
ALFREDO DURAN GUILLERMO,"DURAN, Guillermo Alfredo",,NO,
HERNAN JUAN LITTOLA,"Littola, Hernan Juan",,NO,
FLORIO JOSE,"FLORIO, Jose",,NO,
CARLOS DIAZ JUAN,"DIAZ, Juan Carlos",,NO,
ANTONIO BERDINAS MARIO,"BERDIÑAS, Antonio Mario",,NO,
JULIO OSCAR QUINTANA,"QUINTANA, Julio Oscar",,NO,
ANTONIO CARLOS GAVARAGLIA,"Gavaraglia, Carlos Antonio",,NO,
AYALA MARTIN,"AYALA, Martin",,NO,
DACAL GUMERSINDO MARIO,"DACAL, Gumersindo Mario",,NO,
GROTTOLA NICOLAS NORBERTO,"GROTTOLA, Norberto Nicolas",,NO,
ALBERTO ALVAREZ JORGE,"ALVAREZ, Jorge Alberto",,NO,
GUILLERMO OSVALDO SOLLA,"Solla, Osvaldo Guillermo",,NO,
JOSE VIEITEZ,"VIEITEZ, Jose",,NO,
EZEQUIEL FARAH MATIAS,"FARAH, Matias Ezequiel",,NO,
ALDO LUIS RIOLFI,"RIOLFI, Aldo Luis",,NO,
CLAUDIO GONZALEZ RAFAEL,"GONZALEZ, Claudio Rafael",,NO,
LAURENS MARTIN ROBERTO,"Laurens, Roberto Martin",,NO,
PACE RAFAEL VICENTE,"PACE, Rafael Vicente",,NO,
CHEZZIO JOSE JUAN,"CHEZZIO, Juan Jose",,NO,
ANTONIO DANIE MARCHESE,"MARCHESE, Antonio Danie",,NO,
ARTURO EGARRAT GABRIEL,"Egarrat, Gabriel Arturo",,NO,
ARIEL BECERRA CRISTIAN,"BECERRA, Cristian Ariel",,NO,
DANIEL GUILLERMO PITTALUGA,"PITTALUGA, Daniel Guillermo",,NO,
BENEDETTI ENRIQUE JORGE,"BENEDETTI, Jorge Enrique",,NO,
ALVAREZ EZEQUIEL JOSE,"ALVAREZ, Jose Ezequiel",,NO,
FABIO MARCEL OGAS,"OGAS, Fabio Marcel",,NO,
DAVID DISENFELD MARTIN,"DISENFELD, Martin David",,NO,
ANGEL MIGUEL MITELLI,"MITELLI, Miguel Angel",,NO,
ARIEL BORDOLI MARTIN,"BORDOLI, Ariel Martin",,NO,
ENRIQUE LARRANDART,"Larrandart, Enrique",,NO,
HERNAN JAVIER OGAS,"OGAS, Javier Hernan",,NO,
FERNANDO MAZZAGLIA SALVADOR,"MAZZAGLIA, Salvador Fernando",,NO,
ARCE CARLOS JUAN,"ARCE, Juan Carlos",,NO,
ARIEL MATIAS MEREGONE,"MEREGONE, Ariel Matias",,NO,
PEREZ RAUL ULISES,"PEREZ, Ulises Raul",,NO,
GARNICA HUGO ROBERTO,"GARNICA, Hugo Roberto",,NO,
ALDO ARAVENA FABIAN,"ARAVENA, Aldo Fabian",,NO,
CAPALBO MARIANO NICOLAS,"CAPALBO, Mariano Nicolas",,NO,
NORBERTO ROMEO ZACCARO,"Zaccaro, Norberto Romeo",,NO,
CARLOS GONZALEZ GUILLERMO,"GONZALEZ, Guillermo Carlos",,NO,
ANTONIO MUNDO,"MUNDO, Antonio",,NO,
ALVAREZ POUSA ROGELIO,"ALVAREZ POUSA, Rogelio",,NO,
FERNANDEZ RAUL,"Fernandez, Raul",,NO,
CARLOS JUAN PERTUZZO,"PERTUZZO, Juan Carlos",,NO,
CLAUDIO NELSON TANA,"TANA, Nelson Claudio",,NO,
ANDRES JOSE VENTRE,"VENTRE, Jose Andres",,NO,
CAO JUAN,"CAO, Juan",,NO,
ALALUF DAMIAN ESTEBAN,"ALALUF, Damian Esteban",,NO,
DE JOSE MARIA SAENZ TEJADA,"Saenz de Tejada, Jose Maria",,NO,
GERMAN NICODEMO SILVIO,"NICODEMO, Silvio German",,NO,
ANGEL DOALLO MIGUEL,"DOALLO, Miguel Angel",,NO,
CARLOS FERRADAS ROBERTO,"FERRADAS, Carlos Roberto",,NO,
ALBERTO JOSE PRAIGROD,"PRAIGROD, Jose Alberto",,NO,
FALDUTO GENARO RUBEN,"FALDUTO, Ruben Genaro",,NO,
ENRIQUEZ JULIAN PABLO,"Enriquez, Julian Pablo",,NO,
DANIEL FERNANDO PEREZ,"PEREZ, Fernando Daniel",,NO,
ENRIQUE JUAN TRIGO,"TRIGO, Juan Enrique",,NO,
FRANCISCO PAPASSO,"PAPASSO, Francisco",,NO,
ANGEL ANTONIO RABASCALL,"RABASCALL, Angel Antonio",,NO,
BASILE JOSE LUIS,"BASILE, Jose Luis",,NO,
BLOISE GENEROSO LEONARDO,"Bloise, Generoso Leonardo",,NO,
